,index,IDC,MT_TOT,NB,KEYMAX,KEYMIN,KEYMAX2,KEYMIN2,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,Produit 0,Produit 1,Produit 2,Produit 3,Produit 4,Produit 5,Produit 6,PMG,PMG2,REC,RECENCE,MT90,MT30
104,104,828,2242.0,1276,2014-11-01,2013-09-01,24179,24165,,,,,,,,,271.0,140.0,,,36.5,33.5,698.0,27.0,45.0,184.5,243.5,232.0,290.5,36.0,4.5,2.0,77.0,,631.5,861.5,435.5,234.5,3. M,3,4,0,411.0,411.0
105,105,833,68230.8,11688,2014-11-01,2013-03-01,24179,24159,,,177.5,30.0,6374.3,5827.0,4674.5,4186.5,1465.0,2445.5,2795.0,,1049.0,7135.5,11441.0,5665.5,4579.5,3953.5,842.0,1902.0,2273.5,675.0,739.0,1375.0,147.3,6.0,59762.5,3560.0,3380.0,,1. TG,1,4,0,6581.8,177.5
106,106,839,4.5,6,2013-03-01,2013-03-01,24159,24159,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,4. P,4,1,20,4.5,4.5
107,107,840,75246.0,3447,2014-11-01,2013-03-01,24179,24159,,,628.5,239.5,756.5,592.5,260.5,624.0,1776.0,10.0,3027.5,3190.0,5965.5,9667.0,10235.5,8673.5,6028.0,2618.0,4680.0,1568.0,2447.0,6402.5,5856.0,449.0,5540.5,1453.0,28773.0,19452.5,19494.5,83.5,1. TG,1,4,0,2102.0,726.0
108,108,843,6.5,7,2013-03-01,2013-02-01,24159,24158,,2.5,4.0,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,1.5,,,,4. P,4,1,20,6.5,6.5
109,109,849,12.0,3,2013-03-01,2013-03-01,24159,24159,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,4. P,4,1,20,12.0,12.0
110,110,858,1954.7,2609,2014-10-01,2013-03-01,24178,24159,,,92.0,137.0,162.2,319.5,266.0,165.5,128.5,51.0,135.5,107.5,135.0,28.0,38.5,43.5,64.0,43.5,,,,37.5,,828.2,37.0,,1015.0,33.0,5.5,36.0,3. M,3,4,1,553.2,138.0
111,111,862,21.0,9,2014-03-01,2013-03-01,24171,24159,,,6.0,,,,,,6.0,3.0,3.0,,,,3.0,,,,,,,,,20.0,,,1.0,,,,4. P,4,2,8,6.0,6.0
112,112,868,45.0,14,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,16.0,1.5,27.5,,4. P,4,3,3,45.0,45.0
113,113,872,8140.0,5353,2014-11-01,2013-06-01,24179,24162,,,,,,213.5,562.5,,674.0,131.0,316.5,998.0,631.0,613.5,665.0,,,63.5,234.5,62.0,1546.5,1015.0,413.5,639.0,128.5,11.5,5167.0,1899.0,252.5,42.5,3. M,3,4,0,1393.5,717.5
114,114,876,13.5,5,2013-02-01,2013-02-01,24158,24158,,13.5,,,,,,,,,,,,,,,,,,,,,,12.0,,,1.5,,,,4. P,4,1,21,13.5,13.5
115,115,902,20.0,12,2013-01-01,2013-01-01,24157,24157,20.0,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,4. P,4,1,22,20.0,20.0
116,116,908,4949.0,2170,2014-11-01,2013-02-01,24179,24158,,10.0,20.0,121.5,294.5,114.5,117.0,84.5,81.0,140.5,285.5,363.5,407.0,137.0,218.0,325.0,372.5,170.0,167.0,266.0,366.5,550.5,337.0,165.0,36.5,6.5,3839.0,77.0,588.0,237.0,3. M,3,4,0,362.0,10.0
117,117,911,3.0,1,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,3.0,,,4. P,4,2,6,3.0,3.0
118,118,912,502.5,634,2014-11-01,2013-11-01,24179,24167,,,,,,,,,,,2.0,35.5,108.5,64.0,80.5,44.0,46.5,4.5,35.0,44.5,17.0,15.5,5.0,,,,319.5,43.0,101.0,39.0,4. P,4,4,0,210.0,23.5
119,119,913,6997.65,2713,2014-11-01,2013-01-01,24179,24157,140.1,17.0,11.4,,79.5,502.65,510.0,267.5,278.0,20.5,70.0,215.5,1854.5,681.0,465.0,615.5,303.5,77.0,417.0,97.5,232.0,127.5,15.0,602.5,768.4,,1191.0,1667.5,2289.0,479.25,3. M,3,4,0,168.5,149.1
120,120,915,1745.0,790,2013-09-01,2013-01-01,24165,24157,146.5,167.0,94.5,708.0,116.0,132.0,30.0,268.0,83.0,,,,,,,,,,,,,,,806.0,51.0,9.0,838.5,8.5,32.0,,3. M,3,1,14,408.0,146.5
121,121,917,1023.5,1216,2014-11-01,2013-03-01,24179,24159,,,20.0,36.0,73.0,57.0,40.0,38.0,49.0,87.0,64.0,56.5,81.0,45.0,29.5,23.5,24.5,21.5,41.5,34.0,73.5,114.5,14.5,14.5,,,865.0,116.5,27.5,,4. P,4,4,0,155.0,33.0
122,122,923,9378.5,64,2014-11-01,2013-02-01,24179,24158,,48.5,,,,,,,,,,,,,,,10.0,45.0,46.0,2275.0,3054.0,3660.0,240.0,,,,7747.5,530.0,1101.0,,3. M,3,4,0,48.5,48.5
123,123,925,4979.5,2745,2014-11-01,2013-01-01,24179,24157,31.5,5.5,2.5,,30.5,191.5,107.5,70.5,,239.0,244.0,102.5,113.5,,479.0,71.0,,15.5,458.0,554.5,880.0,1256.0,127.0,903.0,541.0,24.5,2371.0,735.0,231.5,173.5,3. M,3,4,0,39.5,31.5
124,124,926,3943.9,2907,2014-11-01,2013-01-01,24179,24157,198.5,104.6,25.5,,252.7,368.95,213.7,138.3,157.05,335.6,373.8,134.6,198.8,103.45,15.0,32.3,47.0,145.2,292.5,186.5,252.8,332.05,35.0,4.0,315.0,45.5,44.0,1098.0,1500.6,936.8,3. M,3,4,0,328.6,218.5
125,125,927,1188.0,75,2013-10-01,2013-06-01,24166,24162,,,,,,2.0,659.0,296.0,174.0,57.0,,,,,,,,,,,,,,574.0,22.0,,592.0,,,,4. P,4,1,13,1131.0,661.0
126,126,930,15.0,5,2013-11-01,2013-09-01,24167,24165,,,,,,,,,1.0,,14.0,,,,,,,,,,,,,14.0,,,1.0,,,,4. P,4,1,12,15.0,1.0
127,127,939,447.5,62,2014-11-01,2013-01-01,24179,24157,100.0,,,,9.0,,50.0,30.0,,30.0,,,,,,,,,2.0,20.0,15.0,77.5,114.0,179.5,2.5,,231.0,9.0,23.0,2.5,4. P,4,4,0,100.0,100.0
128,128,940,25.0,1,2013-01-01,2013-01-01,24157,24157,25.0,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,4. P,4,1,22,25.0,25.0
129,129,942,26.0,11,2013-01-01,2013-01-01,24157,24157,26.0,,,,,,,,,,,,,,,,,,,,,,,6.5,19.5,,,,,,4. P,4,1,22,26.0,26.0
130,130,944,47.0,23,2013-01-01,2013-01-01,24157,24157,47.0,,,,,,,,,,,,,,,,,,,,,,,29.0,18.0,,,,,,4. P,4,1,22,47.0,47.0
131,131,946,4405.65,1013,2014-11-01,2013-01-01,24179,24157,649.6,597.6,359.5,,57.0,,,,,120.0,750.5,279.0,130.0,205.5,157.0,78.0,256.25,20.0,25.0,161.7,139.5,321.5,98.0,247.0,518.3,80.9,467.0,1043.5,1687.5,361.45,3. M,3,4,0,1606.7,748.2
132,132,948,179.5,49,2013-02-01,2013-01-01,24158,24157,128.0,51.5,,,,,,,,,,,,,,,,,,,,,,53.5,98.0,28.0,,,,,4. P,4,1,21,179.5,179.5
133,133,949,55.0,3,2013-01-01,2013-01-01,24157,24157,55.0,,,,,,,,,,,,,,,,,,,,,,,50.0,5.0,,,,,,4. P,4,1,22,55.0,55.0
134,134,951,2858.8,853,2014-11-01,2013-01-01,24179,24157,0.5,0.5,50.5,68.0,88.0,93.0,25.0,79.2,478.5,127.0,62.0,82.0,161.0,57.6,239.0,257.0,331.0,268.0,152.0,86.0,52.0,50.0,51.0,,0.5,0.5,2106.5,107.0,595.0,49.3,3. M,3,4,0,117.5,1.0
135,135,952,39.0,6,2013-01-01,2013-01-01,24157,24157,39.0,,,,,,,,,,,,,,,,,,,,,,,35.0,4.0,,,,,,4. P,4,1,22,39.0,39.0
136,136,954,20.0,2,2013-01-01,2013-01-01,24157,24157,20.0,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,4. P,4,1,22,20.0,20.0
137,137,955,0.5,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,,4. P,4,3,5,0.5,0.5
138,138,958,1500.7,727,2014-09-01,2013-04-01,24177,24160,,,,94.0,123.5,196.1,87.0,128.5,,100.6,65.0,106.5,128.0,81.0,,,75.0,123.0,47.0,50.5,95.0,,,,5.0,6.0,2.0,16.5,1050.0,421.2,4. P,4,3,2,443.6,125.0
139,139,959,27.0,25,2013-02-01,2013-01-01,24158,24157,19.0,8.0,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,4. P,4,1,21,27.0,27.0
140,140,961,9790.5,997,2014-11-01,2013-02-01,24179,24158,,374.0,85.0,93.5,90.0,146.0,70.0,269.0,172.5,130.0,356.5,894.0,1016.5,957.0,747.0,340.0,332.0,280.0,360.5,836.0,808.0,956.0,477.0,930.0,5.0,,8720.0,100.5,34.0,1.0,3. M,3,4,0,552.5,439.0
141,141,963,314.0,75,2013-06-01,2013-02-01,24162,24158,,135.0,,,,179.0,,,,,,,,,,,,,,,,,,,112.0,23.0,26.0,,134.5,18.5,4. P,4,1,17,135.0,135.0
142,142,967,100.0,134,2014-11-01,2013-02-01,24179,24158,,35.0,32.0,2.5,,,,,,,,,,,9.0,,,,,3.5,10.5,0.5,7.0,21.0,,,79.0,,,,4. P,4,4,0,69.5,58.0
143,143,968,6.0,2,2013-02-01,2013-02-01,24158,24158,,6.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,4. P,4,1,21,6.0,6.0
144,144,969,98.0,28,2013-03-01,2013-02-01,24159,24158,,18.0,80.0,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,4. P,4,1,20,98.0,98.0
145,145,970,61.0,15,2014-01-01,2013-05-01,24169,24161,,,,,13.0,,10.0,,,9.0,,20.0,9.0,,,,,,,,,,,5.0,,,56.0,,,,4. P,4,2,10,23.0,13.0
146,146,972,25.0,2,2013-02-01,2013-02-01,24158,24158,,25.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,4. P,4,1,21,25.0,25.0
147,147,973,1.5,1,2013-02-01,2013-02-01,24158,24158,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,4. P,4,1,21,1.5,1.5
148,148,974,410.5,4,2013-09-01,2013-03-01,24165,24159,,,300.5,,,,,,110.0,,,,,,,,,,,,,,,,,110.0,,,45.0,255.5,4. P,4,1,14,300.5,300.5
149,149,975,15.0,5,2013-02-01,2013-02-01,24158,24158,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,4. P,4,1,21,15.0,15.0
150,150,978,48.0,34,2014-06-01,2014-02-01,24174,24170,,,,,,,,,,,,,,22.0,,,,26.0,,,,,,,,,0.5,15.0,9.5,23.0,4. P,4,3,5,22.0,22.0
151,151,979,9131.0,18118,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,1.0,,36.0,32.5,1087.5,1218.5,1174.0,1222.0,1212.0,1140.5,1228.0,779.0,0.5,2.0,,9042.5,20.5,65.0,0.5,3. M,3,4,0,52.5,1.0
152,152,981,5933.5,1466,2014-11-01,2013-02-01,24179,24158,,99.0,554.5,127.0,,,,,89.5,293.0,155.5,111.0,98.0,166.0,223.5,299.5,530.5,469.5,341.0,305.0,754.5,815.0,501.5,99.0,0.5,,5558.0,235.5,40.0,0.5,3. M,3,4,0,780.5,648.5
153,153,985,244.0,17,2013-06-01,2013-03-01,24162,24159,,,145.0,,,99.0,,,,,,,,,,,,,,,,,,,55.5,,5.0,,136.5,47.0,4. P,4,1,17,244.0,145.0
154,154,987,10459.0,904,2014-11-01,2013-03-01,24179,24159,,,1063.0,30.0,1639.0,822.5,160.0,120.0,,,,25.0,,50.0,662.0,,1790.0,279.5,2916.0,487.5,119.0,1.0,294.5,,,,8301.0,1703.5,444.5,10.0,3. M,3,4,0,2792.0,1063.0
155,155,988,510.0,19,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,,15.0,,,,,,40.0,265.0,,140.0,50.0,,,,505.0,5.0,,,4. P,4,4,0,15.0,15.0
156,156,991,32.0,26,2013-04-01,2013-03-01,24160,24159,,,14.5,17.5,,,,,,,,,,,,,,,,,,,,,,,5.0,2.5,24.5,,4. P,4,1,19,32.0,14.5
157,157,995,72831.55,6478,2014-09-01,2013-03-01,24177,24159,,,9154.0,3601.75,3734.8,7578.7,4949.15,3897.1,,,,3211.6,8083.7,7178.35,3447.5,1725.5,,6171.8,5010.5,2240.5,2846.6,,,158.5,90.5,,47550.0,15732.0,7851.0,1449.55,1. TG,1,3,2,17346.45,9500.0
158,158,996,3701.25,288,2013-06-01,2013-04-01,24162,24160,,,,421.0,3090.25,190.0,,,,,,,,,,,,,,,,,,,,,106.0,1553.5,1485.5,556.25,3. M,3,1,17,3701.25,746.5
159,159,997,100.0,15,2013-03-01,2013-03-01,24159,24159,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,57.5,19.0,13.5,10.0,4. P,4,1,20,100.0,100.0
160,160,998,10513.15,3017,2014-02-01,2013-11-01,24170,24167,,,,,,,,,,,2513.0,1934.0,4355.4,1710.75,,,,,,,,,,,,,3231.5,6754.0,295.0,232.65,3. M,3,2,9,8105.9,2513.0
161,161,999,67.5,36,2014-10-01,2013-03-01,24178,24159,,,5.0,,,,,,,10.5,,,,,,,,,,,,52.0,,,,,59.0,8.5,,,4. P,4,4,1,5.0,5.0
162,162,1002,2970.5,1158,2013-10-01,2013-03-01,24166,24159,,,2034.5,530.5,288.0,25.0,90.5,,,2.0,,,,,,,,,,,,,,,,,1687.5,1185.0,95.5,2.5,3. M,3,1,13,2878.0,2402.0
163,163,1003,22.5,8,2013-03-01,2013-03-01,24159,24159,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,,4. P,4,1,20,22.5,22.5
164,164,1004,582.0,116,2014-11-01,2013-03-01,24179,24159,,,78.5,,,,,,,,,,,114.5,74.0,,,20.0,224.0,36.0,20.0,5.0,10.0,,,,518.0,32.0,32.0,,4. P,4,4,0,78.5,78.5
165,165,1006,372.0,83,2014-11-01,2013-03-01,24179,24159,,,30.5,10.0,64.5,,,,,,,48.5,108.0,,6.5,6.0,,,,,4.0,16.0,78.0,,,,6.5,64.0,290.0,11.5,4. P,4,4,0,105.0,40.5
166,166,1007,705.0,269,2013-11-01,2013-03-01,24167,24159,,,245.0,352.5,,,,,,78.0,29.5,,,,,,,,,,,,,,,,320.5,222.5,151.0,11.0,4. P,4,1,12,597.5,427.0
167,167,1008,8419.0,399,2014-11-01,2013-03-01,24179,24159,,,200.0,393.0,,1882.5,,,614.0,100.0,1233.5,450.0,300.0,718.0,100.0,115.0,542.5,,270.5,232.0,180.0,,1088.0,,,,7984.0,36.0,265.5,133.5,3. M,3,4,0,2275.5,593.0
168,168,1009,592.0,49,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,352.0,191.0,15.0,,14.0,20.0,,,,2.0,590.0,,,4. P,4,4,0,558.0,521.0
169,169,1010,235.0,82,2014-04-01,2013-03-01,24172,24159,,,18.0,57.5,64.0,24.5,,12.0,11.0,9.0,,6.0,11.0,13.0,,9.0,,,,,,,,,,,,83.0,114.5,37.5,4. P,4,2,7,151.0,50.5
170,170,1011,29359.25,5480,2014-11-01,2013-03-01,24179,24159,,,544.5,503.0,1458.0,2364.0,271.5,76.0,295.5,278.0,1057.5,1772.5,3440.0,2190.5,1520.0,640.25,4816.0,1293.0,2057.0,2064.0,846.5,1057.0,814.5,32.0,,,18118.0,5630.5,5208.5,370.25,2. G,2,4,0,2826.0,689.5
171,171,1013,2495.0,2468,2014-03-01,2013-03-01,24171,24159,,,20.0,3.5,88.0,245.5,,47.5,131.5,140.5,378.5,548.5,462.5,225.0,204.0,,,,,,,,,,,,876.0,646.5,463.5,509.0,3. M,3,2,8,235.0,20.0
172,172,1017,6.0,2,2013-03-01,2013-03-01,24159,24159,,,6.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,4. P,4,1,20,6.0,6.0
173,173,1018,6987.2,2545,2014-11-01,2013-03-01,24179,24159,,,242.0,253.5,716.6,554.35,145.5,278.0,480.25,442.8,437.9,395.0,353.3,319.7,274.6,238.0,360.7,280.9,141.0,210.6,334.95,315.95,211.6,,53.0,0.5,88.0,69.0,1545.5,5231.2,3. M,3,4,0,1307.35,264.5
174,174,1019,31.5,16,2014-08-01,2013-03-01,24176,24159,,,15.5,,,,,,,3.0,,,,,,,1.0,,,12.0,,,,,,,7.5,21.0,3.0,,4. P,4,3,3,15.5,15.5
175,175,1020,22700.5,10590,2014-11-01,2013-03-01,24179,24159,,,124.0,1238.45,1747.45,1899.1,575.0,1209.6,917.7,1654.8,1538.2,1475.1,443.6,1399.1,1726.0,1029.7,575.6,1263.0,1417.6,756.5,489.5,938.0,282.5,81.5,198.0,19.0,239.0,16894.0,4620.0,649.0,2. G,2,4,0,3598.4,590.6
176,176,1021,14.0,3,2013-04-01,2013-03-01,24160,24159,,,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,3.0,4. P,4,1,19,14.0,14.0
177,177,1024,1909.0,192,2013-06-01,2013-03-01,24162,24159,,,464.5,923.5,301.0,220.0,,,,,,,,,,,,,,,,,,,,,1799.0,63.5,46.5,,3. M,3,1,17,1689.0,464.5
178,178,1026,2201.0,577,2014-11-01,2013-03-01,24179,24159,,,23.5,87.5,137.0,108.5,344.5,255.0,95.0,28.0,40.5,218.0,208.0,142.0,68.0,85.0,45.0,20.0,64.0,62.5,69.0,40.0,60.0,,,,860.0,115.5,1225.5,,3. M,3,4,0,309.0,70.5
179,179,1027,36994.5,8884,2014-11-01,2013-03-01,24179,24159,,,764.5,1012.0,,14.5,181.5,1569.5,1217.5,881.5,2251.0,3183.0,3341.0,2777.5,3820.5,2477.0,1846.5,1139.0,708.5,4051.0,2094.5,1941.5,1722.5,60.0,,,26398.5,9813.0,672.0,51.0,2. G,2,4,0,1791.0,1504.0
180,180,1028,1000.0,5,2013-03-01,2013-03-01,24159,24159,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,850.0,150.0,,,4. P,4,1,20,1000.0,1000.0
181,181,1029,7434.25,4035,2014-06-01,2013-03-01,24174,24159,,,311.0,463.5,549.0,787.0,396.5,497.5,551.5,425.0,1096.5,837.0,827.25,259.0,243.5,59.0,111.0,20.0,,,,,,17.0,1.5,,3611.0,3485.5,224.0,95.25,3. M,3,3,5,1674.0,421.5
182,182,1030,20.0,1,2013-03-01,2013-03-01,24159,24159,,,20.0,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,4. P,4,1,20,20.0,20.0
183,183,1032,3.5,1,2013-03-01,2013-03-01,24159,24159,,,3.5,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,4. P,4,1,20,3.5,3.5
184,184,1035,3477.0,144,2014-01-01,2013-03-01,24169,24159,,,212.0,,,,,,,3252.0,,,13.0,,,,,,,,,,,169.0,,,3308.0,,,,3. M,3,2,10,212.0,212.0
185,185,1036,3675.0,2470,2014-11-01,2013-03-01,24179,24159,,,227.0,47.5,127.5,,,,,148.5,153.0,,,45.5,15.0,,827.5,569.5,830.5,346.5,,250.5,86.5,26.0,8.0,,1513.0,1033.0,1058.0,37.0,3. M,3,4,0,402.0,227.0
186,186,1037,5583.7,2651,2014-11-01,2013-03-01,24179,24159,,,507.0,426.2,260.5,235.0,62.5,274.5,121.5,146.0,125.5,264.0,229.5,190.5,534.5,193.0,404.0,469.0,232.0,277.5,102.0,249.0,280.0,71.0,9.5,47.5,1892.0,1393.5,2124.5,45.7,3. M,3,4,0,1230.2,664.7
187,187,1038,694.7,298,2013-03-01,2013-03-01,24159,24159,,,694.7,,,,,,,,,,,,,,,,,,,,,,,,78.5,189.5,344.5,82.2,4. P,4,1,20,694.7,694.7
188,188,1042,3037.0,1582,2014-11-01,2013-05-01,24179,24161,,,,,106.5,102.0,,38.0,,,,,,,,929.0,410.0,622.0,104.0,171.0,310.0,107.0,137.5,,,,3029.5,7.5,,,3. M,3,4,0,246.5,128.5
189,189,1043,50559.0,440,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,,1444.0,5888.0,5652.0,8032.0,8321.0,4079.0,2369.0,6467.0,3376.0,2036.0,2895.0,,,,47001.0,3.0,3555.0,,2. G,2,4,0,15991.0,1880.0
190,190,1046,157.5,167,2014-02-01,2013-03-01,24170,24159,,,21.5,13.0,11.0,13.5,25.5,20.0,9.5,9.0,3.0,6.0,,25.5,,,,,,,,,,,,,25.0,26.0,95.0,11.5,4. P,4,2,9,57.5,30.5
191,191,1049,4076.0,303,2014-11-01,2013-06-01,24179,24162,,,,,,264.0,420.0,,,,,,,,770.5,,353.0,,20.0,,,1407.5,841.0,65.0,,,3936.0,75.0,,,3. M,3,4,0,684.0,684.0
192,192,1052,71.0,46,2014-10-01,2013-04-01,24178,24160,,,,9.0,3.0,14.5,4.0,13.5,6.0,,,,7.0,4.0,7.0,,,,,,,3.0,,53.0,1.5,1.5,14.0,,1.0,,4. P,4,4,1,26.5,12.0
193,193,1053,77.5,57,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,7.0,1.0,12.5,2.0,,14.0,17.0,2.5,8.5,,10.5,2.5,,,,27.0,10.0,36.5,4.0,4. P,4,4,0,22.5,7.0
194,194,1054,119.0,88,2013-08-01,2013-03-01,24164,24159,,,18.0,32.5,,,,68.5,,,,,,,,,,,,,,,,,1.5,,24.0,39.0,51.5,3.0,4. P,4,1,15,50.5,50.5
195,195,1055,4517.55,3896,2014-11-01,2013-03-01,24179,24159,,,187.0,262.0,356.5,298.5,154.5,51.0,178.5,273.5,71.0,220.0,320.0,251.0,238.0,122.5,124.5,310.5,102.0,239.5,320.25,300.6,136.2,1.0,0.5,1.0,792.0,512.5,2614.0,596.55,3. M,3,4,0,962.0,286.5
196,196,1056,160.0,34,2013-06-01,2013-03-01,24162,24159,,,100.0,,,60.0,,,,,,,,,,,,,,,,,,,87.5,,,35.5,25.0,12.0,4. P,4,1,17,100.0,100.0
197,197,1059,1945.0,409,2014-11-01,2013-03-01,24179,24159,,,43.0,65.5,,90.0,217.0,226.5,8.0,95.0,407.5,15.0,27.0,,23.0,70.5,,,,6.0,81.0,291.5,278.5,642.0,423.0,39.0,443.0,120.5,213.5,64.0,3. M,3,4,0,135.5,69.5
198,198,1061,2125.5,65,2014-07-01,2013-03-01,24175,24159,,,652.0,,75.0,723.5,50.0,50.0,,220.0,,145.0,,,,60.0,100.0,,50.0,,,,,,,,649.0,1434.5,42.0,,3. M,3,3,4,877.0,652.0
199,199,1062,5471.5,3962,2014-09-01,2013-03-01,24177,24159,,,272.0,372.5,393.5,90.0,102.5,272.0,122.0,428.0,453.5,322.0,226.5,680.5,468.0,216.0,114.0,124.5,606.5,205.0,2.5,,,230.0,98.5,7.0,2792.0,1532.0,538.0,274.0,3. M,3,3,2,1074.0,551.5
200,200,1064,180401.5,2829,2014-11-01,2013-03-01,24179,24159,,,3580.0,10241.0,10993.0,18898.5,26869.0,18295.0,19238.0,2544.0,4046.0,4718.0,10415.0,,5160.0,,,,,,60.0,26668.0,18676.0,,,,180146.0,255.5,,,1. TG,1,4,0,27982.5,11656.0
201,201,1065,365.0,55,2014-05-01,2013-03-01,24173,24159,,,75.0,135.0,12.0,27.0,12.0,18.0,25.5,,,0.5,,,,48.0,12.0,,,,,,,,76.5,,,,116.5,172.0,4. P,4,2,6,237.0,210.0
202,202,1066,746.0,405,2013-08-01,2013-03-01,24164,24159,,,46.5,181.5,256.5,64.0,112.5,85.0,,,,,,,,,,,,,,,,,,,487.5,68.5,124.0,66.0,4. P,4,1,15,548.5,129.5
203,203,1067,18608.1,7211,2014-11-01,2013-03-01,24179,24159,,,570.5,447.0,164.0,345.5,578.5,487.0,502.0,986.5,1322.1,1705.5,1571.0,1913.5,1531.0,980.0,1192.5,757.0,399.5,317.5,600.5,1194.0,1043.0,169.0,202.5,,5437.0,12676.0,106.0,17.6,2. G,2,4,0,1244.5,824.0
204,204,1068,206.6,127,2013-12-01,2013-03-01,24168,24159,,,146.6,20.0,,,,,,,,40.0,,,,,,,,,,,,,,,39.0,18.0,128.5,21.1,4. P,4,2,11,166.6,166.6
205,205,1069,2625.0,52,2013-09-01,2013-04-01,24165,24160,,,,40.0,210.0,580.0,650.0,500.0,645.0,,,,,,,,,,,,,,,210.0,,,2415.0,,,,3. M,3,1,14,970.0,180.0
206,206,1072,9561.5,683,2014-11-01,2013-04-01,24179,24160,,,,221.0,237.5,55.0,,310.0,355.0,590.0,195.0,313.0,798.0,937.0,791.0,270.0,336.0,683.0,455.0,715.0,1000.0,1175.0,125.0,130.0,29.0,,7466.0,1641.0,189.0,106.5,3. M,3,4,0,513.5,271.0
207,207,1075,420.5,195,2014-10-01,2013-04-01,24178,24160,,,,16.5,,20.0,47.5,6.0,62.0,18.5,6.0,,6.0,,6.0,25.0,,15.0,29.0,58.0,47.0,58.0,,147.5,8.0,,264.0,,,1.0,4. P,4,4,1,63.0,16.5
208,208,1076,2663.5,1313,2014-08-01,2013-03-01,24176,24159,,,114.5,180.5,53.0,434.0,271.0,692.0,79.5,,87.5,56.0,298.5,73.5,202.0,,,45.0,,76.5,,,,122.0,121.0,,623.5,1167.0,556.5,73.5,3. M,3,3,3,752.0,295.0
209,209,1077,21.0,18,2013-04-01,2013-04-01,24160,24160,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,18.0,3.0,,,4. P,4,1,19,21.0,21.0
210,210,1078,430.5,87,2014-06-01,2013-03-01,24174,24159,,,21.5,18.0,,,,,,,,,,,,,316.0,75.0,,,,,,,,,7.0,5.0,310.0,108.5,4. P,4,3,5,39.5,39.5
211,211,1080,19125.0,3796,2014-11-01,2013-03-01,24179,24159,,,85.5,2011.5,660.0,510.5,43.0,,,104.0,338.5,582.5,641.5,2039.5,3340.5,2053.5,2695.5,1112.5,583.0,997.0,714.0,562.5,50.0,0.5,,,13793.0,2716.5,2555.5,59.5,2. G,2,4,0,3201.5,1823.0
212,212,1081,318.0,34,2014-01-01,2013-07-01,24169,24163,,,,,,,20.0,50.0,,,183.0,,65.0,,,,,,,,,,,,,,308.0,10.0,,,4. P,4,2,10,70.0,20.0
213,213,1084,6814.5,4541,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,,2138.5,2484.5,1017.5,1174.0,,,,5128.0,1306.0,321.5,59.0,3. M,3,4,0,5650.5,2175.5
214,214,1085,8333.35,1494,2014-01-01,2013-03-01,24169,24159,,,957.0,3546.0,1794.75,254.0,,144.0,,329.0,994.85,284.5,29.25,,,,,,,,,,,123.0,10.0,,7385.5,70.0,231.5,513.35,3. M,3,2,10,6542.75,4222.0
215,215,1086,811.3,98,2013-09-01,2013-06-01,24165,24162,,,,,,711.0,,,100.3,,,,,,,,,,,,,,,591.0,42.8,21.0,147.0,7.0,2.5,,4. P,4,1,14,811.3,711.0
216,216,1087,4687.7,1311,2014-10-01,2013-03-01,24178,24159,,,237.1,64.5,,203.5,780.0,,,408.0,,,309.5,1046.3,,,,677.0,162.8,732.5,,66.5,,20.0,,,2739.5,1446.5,296.0,185.7,3. M,3,4,1,505.1,301.6
