,index,IDC,MT_TOT,NB,KEYMAX,KEYMIN,KEYMAX2,KEYMIN2,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-04-01,2014-05-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,Couple,Jackpot,Multi,Quarte,Quinte,Simple,Trio,PMG,PMG2,REC,RECENCE,MT90,MT30
503,503,1672,620.5,363,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,315.5,305.0,,,,,,,,1.0,,161.5,,332.0,112.0,14.0,4. P,4,2,10,620.5,526.0
504,504,1673,468.5,147,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,41.5,427.0,,,,,,,,285.0,2.0,80.5,3.5,47.5,50.0,,4. P,4,2,10,468.5,250.0
505,505,1674,352.0,32,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,352.0,,,,,,,,299.0,0.5,,1.0,10.5,20.0,21.0,4. P,4,2,10,352.0,352.0
506,506,1676,165.0,120,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,134.0,31.0,,,,,,,,77.0,,3.0,,5.5,78.0,1.5,4. P,4,2,10,165.0,165.0
507,507,1680,375.0,12,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,375.0,,,,,,,,,250.0,,,,50.0,75.0,,4. P,4,2,11,375.0,375.0
508,508,1682,18.0,4,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,17.5,0.5,,,,,,,,,,18.0,,,,,4. P,4,2,10,18.0,18.0
509,509,1683,1298.0,100,2014-07-01,2013-12-01,24175,24168,,,,,,,,,,,,322.0,971.0,,,,5.0,,,,1148.0,,,,,150.0,,4. P,4,3,4,1293.0,926.0
510,510,1684,11.0,10,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,11.0,,,,,,,,,6.5,,,,3.5,1.0,,4. P,4,2,11,11.0,11.0
511,511,1685,949.0,257,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,,140.5,774.5,34.0,,,,,,,161.0,144.5,60.0,143.5,122.0,231.0,87.0,4. P,4,2,9,949.0,519.0
512,512,1687,13.0,5,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,13.0,,,,,,,,,,,,,10.5,,2.5,4. P,4,2,11,13.0,13.0
513,513,1688,250.0,8,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,250.0,,,,,,,,25.0,,,,,225.0,,4. P,4,2,10,250.0,250.0
514,514,1690,199.0,157,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,152.0,47.0,,,,,,,,,6.0,,141.0,,52.0,,4. P,4,2,10,199.0,152.0
515,515,1692,126.5,17,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,85.0,41.5,,,,,,,,12.0,,77.0,,,,37.5,4. P,4,2,10,126.5,85.0
516,516,1694,2155.5,2132,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,677.0,1478.5,,,,,,,,1077.5,1.0,2.0,,,1075.0,,3. M,3,2,10,2155.5,2154.0
517,517,1695,468.5,179,2014-07-01,2013-12-01,24175,24168,,,,,,,,,,,,103.0,304.5,51.0,,,10.0,,,,5.0,3.0,,,178.5,258.0,24.0,4. P,4,3,4,458.5,270.0
518,518,1696,248.0,21,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,213.0,35.0,,,,,,,,154.0,,,,,94.0,,4. P,4,2,10,248.0,248.0
519,519,1697,51.0,28,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,51.0,,,,,,,,,,,12.0,,39.0,,,4. P,4,2,11,51.0,51.0
520,520,1698,48.5,88,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,10.0,38.5,,,,,,,,,6.5,4.0,11.5,1.0,16.0,9.5,4. P,4,2,10,48.5,48.5
521,521,1700,25.0,50,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,25.0,,,,,,,,,4.0,4.5,2.5,6.5,3.5,3.0,1.0,4. P,4,2,11,25.0,25.0
522,522,1701,113.0,216,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,113.0,,,,,,,,,,31.5,8.0,17.5,2.5,11.0,42.5,4. P,4,2,11,113.0,113.0
523,523,1702,4298.5,167,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,1165.5,3133.0,,,,,,,,1255.0,422.0,,990.0,307.5,1324.0,,3. M,3,2,10,4298.5,2946.0
524,524,1703,10.0,2,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,10.0,,,,,,,,,5.0,,,,,5.0,,4. P,4,2,11,10.0,10.0
525,525,1705,10.0,4,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,10.0,,,,,,,,,,,5.0,5.0,,,,4. P,4,2,11,10.0,10.0
526,526,1706,1163.0,503,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,1127.5,35.5,,,,,,,,375.0,53.0,22.0,79.5,192.0,397.0,44.5,4. P,4,2,10,1163.0,1163.0
527,527,1707,284.0,159,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,139.0,145.0,,,,,,,,85.0,,,8.5,97.5,93.0,,4. P,4,2,10,284.0,284.0
528,528,1708,266.0,61,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,266.0,,,,,,,,,36.5,4.0,,16.0,3.0,206.5,,4. P,4,2,11,266.0,266.0
529,529,1709,407.5,251,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,163.5,244.0,,,,,,,,15.0,,98.5,62.0,222.0,10.0,,4. P,4,2,10,407.5,407.5
530,530,1710,678.5,76,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,390.5,288.0,,,,,,,,571.0,10.0,93.5,,,4.0,,4. P,4,2,10,678.5,624.0
531,531,1711,10.0,1,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,10.0,,,,,,,,,,,,,,10.0,,4. P,4,2,11,10.0,10.0
532,532,1712,160.0,235,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,57.0,103.0,,,,,,,,137.0,2.0,13.0,4.0,2.0,2.0,,4. P,4,2,10,160.0,139.0
533,533,1713,10.0,1,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,10.0,,,,,,,,,,,,,10.0,,4. P,4,2,10,10.0,10.0
534,534,1715,323.0,276,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,,69.5,239.5,14.0,,,,,,,10.0,,265.0,,42.5,1.0,4.5,4. P,4,2,9,323.0,309.0
535,535,1717,29.5,4,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,29.5,,,,,,,,,28.0,,1.5,,,,,4. P,4,2,11,29.5,29.5
536,536,1719,199.0,394,2014-07-01,2013-12-01,24175,24168,,,,,,,,,,,,49.0,148.5,1.0,,,0.5,,,,70.0,1.0,1.5,2.5,20.5,103.5,,4. P,4,3,4,198.5,157.0
537,537,1720,2305.5,1037,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,156.0,2149.5,,,,,,,,287.5,800.0,131.5,17.0,332.5,347.5,389.5,3. M,3,2,10,2305.5,368.0
538,538,1722,97.0,16,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,97.0,,,,,,,,25.0,,16.0,,16.0,40.0,,4. P,4,2,10,97.0,97.0
539,539,1723,230.5,197,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,,87.5,141.5,1.5,,,,,,,14.0,28.5,39.0,51.5,42.5,38.0,17.0,4. P,4,2,9,230.5,224.5
540,540,1724,10.0,2,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,10.0,,,,,,,,,,,,,,10.0,,4. P,4,2,11,10.0,10.0
541,541,1725,43.0,9,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,43.0,,,,,,,,,5.0,14.0,,,,24.0,,4. P,4,2,11,43.0,43.0
542,542,1726,149.5,58,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,81.0,68.5,,,,,,,,12.0,1.0,,0.5,1.0,135.0,,4. P,4,2,10,149.5,149.5
543,543,1727,122.0,29,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,70.0,52.0,,,,,,,,,,,17.0,102.0,3.0,,4. P,4,2,10,122.0,105.0
544,544,1728,45.5,11,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,45.5,,,,,,,,,40.0,,,,,5.5,,4. P,4,2,11,45.5,45.5
545,545,1729,1444.1,872,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,,184.0,1259.1,1.0,,,,,,,324.5,85.0,70.1,179.5,424.5,313.5,47.0,4. P,4,2,9,1444.1,1178.1
546,546,1730,930.0,37,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,929.5,0.5,,,,,,,,,930.0,,,,,4. P,4,2,9,930.0,930.0
547,547,1732,1127.0,296,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,478.0,649.0,,,,,,,,315.5,89.5,4.0,72.0,20.5,602.0,23.5,4. P,4,2,10,1127.0,1112.0
548,548,1734,10.0,2,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,10.0,,,,,,,,,5.0,,,,,5.0,,4. P,4,2,11,10.0,10.0
549,549,1735,1566.65,439,2014-09-01,2013-12-01,24177,24168,,,,,,,,,,,,145.35,1391.5,25.3,,,,,4.5,,100.0,171.5,812.65,429.5,2.5,34.5,16.0,4. P,4,3,2,1562.15,1335.75
550,550,1736,225.5,122,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,17.0,208.5,,,,,,,,1.0,35.5,50.5,135.0,2.0,1.0,0.5,4. P,4,2,10,225.5,225.5
551,551,1737,18.0,14,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,18.0,,,,,,,,,5.0,,7.0,1.0,1.0,3.0,1.0,4. P,4,2,11,18.0,18.0
552,552,1738,2113.0,169,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,2113.0,,,,,,,,266.0,,,,,1847.0,,3. M,3,2,10,2113.0,2113.0
553,553,1739,1126.0,597,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,,186.5,932.5,7.0,,,,,,,23.0,166.0,53.5,97.5,468.0,99.0,219.0,4. P,4,2,9,1126.0,956.5
554,554,1741,286.5,47,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,,20.0,250.0,16.5,,,,,,,12.0,,6.0,53.0,5.0,210.5,,4. P,4,2,9,286.5,240.0
555,555,1742,36.5,11,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,36.5,,,,,,,,,3.0,,30.0,,1.0,2.5,,4. P,4,2,11,36.5,36.5
556,556,1743,33.0,66,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,27.0,6.0,,,,,,,,,3.0,0.5,10.0,15.5,,4.0,4. P,4,2,10,33.0,33.0
557,557,1744,98.0,155,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,10.0,88.0,,,,,,,,,,55.0,,5.5,,37.5,4. P,4,2,10,98.0,98.0
558,558,1745,235.0,5,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,50.0,185.0,,,,,,,,125.0,,,,,110.0,,4. P,4,2,10,235.0,235.0
559,559,1746,8.0,7,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,5.0,3.0,,,,,,,,,,2.0,1.5,4.5,,,4. P,4,2,10,8.0,8.0
560,560,1747,86.0,66,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,51.0,35.0,,,,,,,,52.0,,13.0,,3.0,8.0,10.0,4. P,4,2,10,86.0,86.0
561,561,1749,623.0,426,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,623.0,,,,,,,,401.0,16.5,8.0,63.0,55.0,25.0,54.5,4. P,4,2,10,623.0,623.0
562,562,1750,1891.0,1674,2014-07-01,2014-01-01,24175,24169,,,,,,,,,,,,,1858.0,24.5,,1.0,7.5,,,,,17.0,336.5,535.5,628.5,,373.5,3. M,3,3,4,1882.5,1858.0
563,563,1752,444.0,116,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,444.0,,,,,,,,96.0,49.0,35.0,10.5,193.0,20.5,40.0,4. P,4,2,10,444.0,444.0
564,564,1753,169.0,45,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,169.0,,,,,,,,1.0,,97.5,,52.0,1.0,17.5,4. P,4,2,10,169.0,169.0
565,565,1754,41.5,17,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,41.5,,,,,,,,19.0,,,,2.0,20.5,,4. P,4,2,10,41.5,41.5
566,566,1755,2.0,1,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,4. P,4,2,10,2.0,2.0
567,567,1757,40.0,58,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,40.0,,,,,,,,2.0,,,,10.0,,28.0,4. P,4,2,10,40.0,40.0
568,568,1758,122.0,30,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,104.5,17.5,,,,,,,,,99.0,8.0,,,15.0,4. P,4,2,9,122.0,122.0
569,569,1759,7.5,4,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,7.5,,,,,,,,,3.5,3.0,,1.0,,,4. P,4,2,10,7.5,7.5
570,570,1760,238.5,249,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,232.0,6.5,,,,,,,,1.5,202.0,27.5,1.5,5.0,1.0,4. P,4,2,9,238.5,238.5
571,571,1762,22.0,5,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,22.0,,,,,,,,10.0,,,,,12.0,,4. P,4,2,10,22.0,22.0
572,572,1763,10.5,11,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,10.5,,,,,,,,2.5,,,,2.0,6.0,,4. P,4,2,10,10.5,10.5
573,573,1764,708.0,66,2014-07-01,2014-01-01,24175,24169,,,,,,,,,,,,,698.0,,,,10.0,,,,379.0,,93.0,,10.0,226.0,,4. P,4,3,4,698.0,698.0
574,574,1765,179.0,54,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,179.0,,,,,,,,77.0,,,,,102.0,,4. P,4,2,10,179.0,179.0
575,575,1766,182.1,92,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,182.1,,,,,,,,162.0,,9.1,1.5,9.0,,0.5,4. P,4,2,10,182.1,182.1
576,576,1768,121.5,73,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,121.5,,,,,,,,8.0,1.5,68.0,11.0,0.5,22.0,10.5,4. P,4,2,10,121.5,121.5
577,577,1769,60.0,89,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,60.0,,,,,,,,5.0,,7.0,1.0,2.5,,44.5,4. P,4,2,10,60.0,60.0
578,578,1770,548.5,55,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,548.5,,,,,,,,101.0,,38.0,6.0,107.0,272.0,24.5,4. P,4,2,10,548.5,548.5
579,579,1771,110.5,135,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,90.5,20.0,,,,,,,3.5,,20.0,0.5,8.5,1.0,77.0,4. P,4,2,9,110.5,110.5
580,580,1772,87.0,37,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,87.0,,,,,,,,8.0,0.5,,2.0,5.0,71.0,0.5,4. P,4,2,10,87.0,87.0
581,581,1773,1969.0,22,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,1969.0,,,,,,,,1969.0,,,,,,,3. M,3,2,10,1969.0,1969.0
582,582,1775,14.0,23,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,14.0,,,,,,,,14.0,,,,,,,4. P,4,2,10,14.0,14.0
583,583,1776,24.0,2,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,24.0,,,,,,,,24.0,,,,,,,4. P,4,2,10,24.0,24.0
584,584,1777,8.5,3,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,8.5,,,,,,,,,,8.0,,0.5,,,4. P,4,2,10,8.5,8.5
585,585,1778,26.0,25,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,26.0,,,,,,,,,,,,,26.0,,4. P,4,2,10,26.0,26.0
586,586,1779,10.0,9,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,10.0,,,,,,,,,,10.0,,,,,4. P,4,2,10,10.0,10.0
587,587,1780,10.0,13,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,10.0,,,,,,,,0.5,,9.5,,,,,4. P,4,2,10,10.0,10.0
588,588,1781,4.5,7,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,4.5,,,,,,,,1.0,,,2.0,,1.5,,4. P,4,2,10,4.5,4.5
589,589,1782,592.5,153,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,584.5,8.0,,,,,,,43.5,10.0,37.5,6.0,448.5,23.5,23.5,4. P,4,2,9,592.5,592.5
590,590,1783,16561.0,143,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,16561.0,,,,,,,,5880.0,,266.0,,,10415.0,,2. G,2,2,10,16561.0,16561.0
591,591,1784,2616.0,883,2014-07-01,2014-01-01,24175,24169,,,,,,,,,,,,,2588.0,,,,28.0,,,,895.0,188.0,12.0,227.5,223.5,987.0,83.0,3. M,3,3,4,2588.0,2588.0
592,592,1786,159.0,110,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,123.0,36.0,,,,,,,,10.5,85.0,14.5,7.5,,41.5,4. P,4,2,9,159.0,159.0
593,593,1787,342.0,239,2014-09-01,2014-01-01,24177,24169,,,,,,,,,,,,,341.0,,,,,,1.0,,272.0,,0.5,,3.5,66.0,,4. P,4,3,2,341.0,341.0
594,594,1788,52.0,34,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,52.0,,,,,,,,,0.5,35.5,9.0,6.0,1.0,,4. P,4,2,10,52.0,52.0
595,595,1789,16588.5,212,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,16588.5,,,,,,,,2.5,,,,,16586.0,,2. G,2,2,10,16588.5,16588.5
596,596,1790,69.0,7,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,69.0,,,,,,,,10.0,,57.0,,,2.0,,4. P,4,2,10,69.0,69.0
597,597,1791,2746.0,348,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,2746.0,,,,,,,,281.0,318.5,13.5,117.0,40.5,1975.0,0.5,3. M,3,2,10,2746.0,2746.0
598,598,1793,52.5,16,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,52.5,,,,,,,,,,,,,52.5,,4. P,4,2,10,52.5,52.5
599,599,1795,392.0,102,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,390.0,2.0,,,,,,,283.0,,7.5,,19.0,65.0,17.5,4. P,4,2,9,392.0,392.0
600,600,1796,42.0,4,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,42.0,,,,,,,,23.0,,,,,19.0,,4. P,4,2,10,42.0,42.0
601,601,1797,10.0,5,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,10.0,,,,,,,,,,2.5,,7.5,,,4. P,4,2,10,10.0,10.0
602,602,1798,94.5,29,2014-07-01,2014-01-01,24175,24169,,,,,,,,,,,,,87.0,2.0,,,5.5,,,,42.0,0.5,12.0,,,40.0,,4. P,4,3,4,89.0,89.0
603,603,1799,13.0,7,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,13.0,,,,,,,,4.0,,9.0,,,,,4. P,4,2,10,13.0,13.0
604,604,1800,19.0,20,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,15.5,3.5,,,,,,,0.5,,10.0,4.0,4.0,0.5,,4. P,4,2,9,19.0,19.0
605,605,1801,732.5,76,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,732.5,,,,,,,,105.0,171.0,7.0,65.0,28.0,189.0,167.5,4. P,4,2,10,732.5,732.5
606,606,1802,223.0,38,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,223.0,,,,,,,,108.0,20.0,,5.0,22.0,68.0,,4. P,4,2,10,223.0,223.0
607,607,1803,10.0,2,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,10.0,,,,,,,,,5.0,,5.0,,,,4. P,4,2,10,10.0,10.0
608,608,1804,105.0,84,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,105.0,,,,,,,,47.0,,,,,58.0,,4. P,4,2,10,105.0,105.0
609,609,1805,128.0,57,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,128.0,,,,,,,,10.5,,83.5,,14.0,18.0,2.0,4. P,4,2,10,128.0,128.0
610,610,1806,60.5,43,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,60.5,,,,,,,,,,,,7.5,46.0,7.0,4. P,4,2,10,60.5,60.5
611,611,1807,163.5,80,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,163.5,,,,,,,,,,163.5,,,,,4. P,4,2,10,163.5,163.5
612,612,1810,10.0,13,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,10.0,,,,,,,,6.0,,,,,4.0,,4. P,4,2,10,10.0,10.0
613,613,1811,138.0,240,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,138.0,,,,,,,,27.5,27.5,31.0,36.5,10.0,5.0,0.5,4. P,4,2,10,138.0,138.0
614,614,1812,2648.0,502,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,2563.5,84.5,,,,,,,1.5,526.0,197.0,751.5,778.0,,394.0,3. M,3,2,9,2648.0,2648.0
